年月日,開盤價,最高價,最低價,收盤價,成交量
2025/09/02,24113.90 ,24295.03 ,23890.33 ,24016.78 ,6868073.00
2025/09/03,24036.88 ,24103.23 ,23925.49 ,24100.30 ,6215237.00
2025/09/04,24235.27 ,24389.35 ,24168.16 ,24179.85 ,7455297.00
2025/09/05,24244.26 ,24494.58 ,24244.26 ,24494.58 ,6973379.00
2025/09/08,24610.85 ,24729.96 ,24547.38 ,24547.38 ,7768998.00
2025/09/09,24650.46 ,24880.07 ,24650.46 ,24855.18 ,8091742.00
2025/09/10,25032.88 ,25272.23 ,25032.88 ,25192.59 ,8693632.00
2025/09/11,25509.30 ,25541.44 ,25174.13 ,25215.71 ,9553641.00
2025/09/12,25349.70 ,25492.28 ,25349.70 ,25474.64 ,7830621.00
2025/09/15,25494.10 ,25519.94 ,25284.17 ,25357.16 ,6958333.00
2025/09/16,25335.46 ,25664.81 ,25335.46 ,25629.64 ,7560459.00
2025/09/17,25543.91 ,25632.07 ,25422.96 ,25438.25 ,7849906.00
2025/09/18,25543.17 ,25769.36 ,25475.25 ,25769.36 ,8339290.00
2025/09/19,25794.66 ,25864.01 ,25578.37 ,25578.37 ,9787714.00
2025/09/22,25599.60 ,25887.69 ,25599.60 ,25880.60 ,7847993.00
2025/09/23,26121.00 ,26307.30 ,26041.69 ,26247.37 ,8950246.00
2025/09/24,26389.16 ,26394.03 ,26045.47 ,26196.73 ,7897848.00
2025/09/25,26067.97 ,26247.85 ,26023.85 ,26023.85 ,8846470.00
2025/09/26,25998.28 ,25998.28 ,25469.04 ,25580.32 ,8334201.00
2025/09/30,25738.31 ,25975.84 ,25738.31 ,25820.54 ,6699602.00
2025/10/01,26078.29 ,26325.79 ,25982.91 ,25982.91 ,7679791.00
2025/10/02,26392.31 ,26489.79 ,26330.25 ,26378.39 ,8085314.00
2025/10/03,26435.10 ,26761.06 ,26410.03 ,26761.06 ,7784825.00
2025/10/07,27029.28 ,27301.42 ,27017.08 ,27211.95 ,9348656.00
2025/10/08,26999.82 ,27110.43 ,26883.99 ,27063.68 ,8261189.00
2025/10/09,27301.61 ,27463.12 ,27253.07 ,27301.92 ,9444331.00
2025/10/13,26762.60 ,26965.72 ,26470.44 ,26923.42 ,10191083.00
2025/10/14,27282.10 ,27507.16 ,26764.06 ,26793.15 ,12066540.00
2025/10/15,26911.05 ,27275.71 ,26773.15 ,27275.71 ,8387861.00
2025/10/16,27337.32 ,27732.78 ,27337.32 ,27647.87 ,9035460.00
2025/10/17,27399.91 ,27513.09 ,27302.37 ,27302.37 ,8962849.00
2025/10/20,27480.44 ,27768.27 ,27412.45 ,27688.63 ,8045886.00
2025/10/21,27742.55 ,27969.05 ,27742.55 ,27752.41 ,8507303.00
2025/10/22,27614.11 ,27725.83 ,27490.89 ,27648.91 ,7835590.00
2025/10/23,27457.07 ,27586.85 ,27371.67 ,27532.26 ,7318554.00
2025/10/27,28029.88 ,28196.33 ,27993.63 ,27993.63 ,9337097.00
2025/10/28,28041.01 ,28087.93 ,27885.62 ,27949.11 ,8579810.00
2025/10/29,28157.91 ,28395.31 ,28139.65 ,28294.74 ,9076231.00
2025/10/30,28350.24 ,28527.68 ,28116.60 ,28287.53 ,9446378.00
2025/10/31,28280.47 ,28489.76 ,28233.35 ,28233.35 ,8339995.00
2025/11/03,28253.53 ,28494.99 ,28150.45 ,28334.59 ,8299689.00
2025/11/04,28364.76 ,28554.61 ,28033.62 ,28116.56 ,8404740.00
2025/11/05,27785.91 ,27799.09 ,27373.05 ,27717.06 ,8989778.00
2025/11/06,27906.44 ,28061.53 ,27879.70 ,27899.45 ,7863001.00
2025/11/07,27818.54 ,27818.54 ,27621.48 ,27651.41 ,7878592.00
2025/11/10,27805.47 ,27976.89 ,27680.51 ,27869.51 ,7491028.00
2025/11/11,28031.54 ,28187.70 ,27784.95 ,27784.95 ,8924063.00
2025/11/12,27853.47 ,28071.76 ,27799.92 ,27947.09 ,8954069.00
2025/11/13,27867.59 ,28038.24 ,27811.81 ,27903.56 ,10545273.00
2025/11/14,27816.45 ,27816.45 ,27383.34 ,27397.50 ,9939352.00
2025/11/17,27600.74 ,27723.77 ,27447.31 ,27447.31 ,8604107.00
2025/11/18,27310.40 ,27310.40 ,26756.12 ,26756.12 ,10450443.00
2025/11/19,26708.28 ,26902.97 ,26580.12 ,26580.12 ,7970065.00
