加權股價指數,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2019/02/22,10309.02,10322.92,10269.95,10322.92,4345793
2019/02/25,10343.45,10390.93,10343.45,10390.93,5156758
2019/02/26,10403.03,10416.91,10368.86,10391.55,5028654
2019/02/27,10385.81,10403.05,10343.56,10389.17,4527551
2019/03/04,10385.25,10402.39,10313.18,10349.88,4682754
2019/03/05,10323.25,10334.34,10295.44,10305.26,3898184
2019/03/06,10328.18,10359.12,10327.9,10357.15,3747917
2019/03/07,10359.47,10367.98,10299.46,10311.68,4271904
2019/03/08,10274.28,10274.28,10204.21,10241.75,4256028
2019/03/11,10224.27,10269.3,10214.02,10250.28,3727319
2019/03/12,10294.37,10382.12,10294.37,10343.33,4177042
2019/03/13,10331.27,10373.32,10331.27,10373.32,3739561
2019/03/14,10391.3,10407.27,10339.64,10348.65,4103823
2019/03/15,10374.66,10439.24,10370,10439.24,5087001
2019/03/18,10455.19,10512.7,10445.74,10512.7,4363088
2019/03/19,10497.4,10525.6,10484.69,10512.32,4461990
2019/03/20,10529.3,10556.81,10506.96,10551.56,4276095
2019/03/21,10563.93,10612.34,10551.67,10609.55,4144837
2019/03/22,10642.57,10667.94,10589.47,10639.07,4800555
2019/03/25,10535.12,10535.12,10458.79,10479.48,4477541
2019/03/26,10506.68,10559.2,10506.68,10559.2,3852511
2019/03/27,10542.68,10556.75,10515.86,10542.7,4025702
2019/03/28,10529.02,10536.26,10499.29,10536.26,3801407
2019/03/29,10551.99,10641.04,10525.27,10641.04,4735272
2019/04/01,10714.68,10735.07,10627.01,10642.63,5543097
2019/04/02,10695.47,10728.38,10685.1,10690.3,4649133
2019/04/03,10725.17,10741.56,10690.23,10704.38,4099474
2019/04/08,10759.96,10807.05,10759.96,10800.57,5397269
2019/04/09,10805.39,10851.6,10793.77,10851.6,5083146
2019/04/10,10839.93,10875.65,10815.61,10868.14,4653211
2019/04/11,10869.24,10887.12,10797.76,10808.77,5053919
2019/04/12,10820.94,10836.44,10782.02,10805.3,4364261
2019/04/15,10849.84,10897.21,10849.55,10875.6,4604440
2019/04/16,10905.63,10927.85,10876.34,10927.85,5035157
2019/04/17,10961.61,11016.92,10961.61,10997.26,5520963
2019/04/18,11038.24,11077.99,10926.85,10962.02,5725981
2019/04/19,11017.69,11045.08,10950.43,10968.5,4472499
2019/04/22,10994.52,11027.49,10974.82,10987.71,4430982
2019/04/23,10994.28,11025.68,10949.3,11025.68,4014010
2019/04/24,11054.02,11070.85,10995.83,11027.64,4274070
2019/04/25,11017.73,11046.77,11006.68,11039.86,4082642
2019/04/26,10986.53,10986.53,10906.44,10952.47,4420373
2019/04/29,10952.91,10992.55,10905.78,10939.06,4142692
2019/04/30,10945.94,10978.1,10910.78,10967.73,3705946
2019/05/02,10992.76,11046.64,10988.7,11004.49,3605687
2019/05/03,11037.99,11097,11018.86,11096.3,3875733
2019/05/06,11005.36,11005.36,10870.4,10897.12,5130836
2019/05/07,10913.95,11004.76,10913.95,10987.14,3849934
2019/05/08,10938.47,10946.82,10867.06,10923.71,4126259
2019/05/09,10910.47,10910.47,10732.97,10733.67,5190749
2019/05/10,10751.55,10834.69,10669.39,10712.99,4735426
2019/05/13,10684.04,10693.44,10549.06,10558.29,4080948
2019/05/14,10480.21,10544.97,10363.02,10519.25,5244992
